T	X	Y	HEADING	PERPSECTIVE_ANGLE	NOW_NUM
0.1233	0.0000	0.0000	45.0000	55.0000	739316.564142
0.2234	0.0000	0.0000	45.0000	55.0000	739316.564142
0.3234	0.0000	0.0000	45.0000	55.0000	739316.564142
0.4236	0.0000	0.0000	45.0000	55.0000	739316.564142
0.5236	0.0000	0.0000	45.0000	55.0000	739316.564142
0.6237	-0.0607	0.0441	36.0000	55.0000	739316.564142
0.7238	-0.4652	0.2370	18.0000	55.0000	739316.564142
0.8241	-0.9095	0.2995	3.0000	55.0000	739316.564142
0.9405	-1.4338	0.3269	3.0000	55.0000	739316.564142
1.0408	-1.8831	0.3505	3.0000	55.0000	739316.564142
1.1408	-2.3325	0.3740	3.0000	55.0000	739316.564142
1.2410	-2.7819	0.3976	3.0000	55.0000	739316.564142
1.3410	-3.2313	0.4211	3.0000	55.0000	739316.564142
1.4411	-3.6807	0.4447	3.0000	55.0000	739316.564142
1.5412	-4.1165	0.5493	21.0000	55.0000	739316.564142
1.6413	-4.4987	0.7835	39.0000	55.0000	739316.564142
1.7414	-4.7897	1.1243	57.0000	55.0000	739316.564142
1.8415	-4.8272	1.1893	75.0000	55.0000	739316.564142
1.9416	-4.8272	1.1893	93.0000	55.0000	739316.564142
2.0416	-4.8272	1.1893	111.0000	55.0000	739316.564142
2.1417	-4.8272	1.1893	129.0000	55.0000	739316.564142
2.2418	-4.8272	1.1893	147.0000	55.0000	739316.564142
2.3419	-4.7623	1.2268	150.0000	55.0000	739316.564142
2.4420	-4.3726	1.4518	150.0000	55.0000	739316.564142
2.5588	-4.0478	1.6393	150.0000	55.0000	739316.564142
2.6589	-4.0478	1.6393	162.0000	55.0000	739316.564142
2.7590	-4.0478	1.6393	171.0000	55.0000	739316.564142
2.8590	-4.0478	1.6393	171.0000	55.0000	739316.564142
2.9594	-4.0478	1.6393	159.0000	55.0000	739316.564142
3.0758	-4.0478	1.6393	138.0000	55.0000	739316.564142
3.1759	-4.0478	1.6393	120.0000	55.0000	739316.564142
3.2761	-4.0478	1.6393	114.0000	55.0000	739316.564142
3.3927	-4.0478	1.6393	114.0000	55.0000	739316.564142
3.4929	-4.0478	1.6393	117.0000	55.0000	739316.564142
3.6098	-4.0478	1.6393	129.0000	55.0000	739316.564142
3.7265	-3.9062	1.8141	129.0000	55.0000	739316.564142
3.8267	-3.6924	2.2080	111.0000	55.0000	739316.564142
3.9268	-3.6107	2.6487	93.0000	55.0000	739316.564142
4.0434	-3.5832	3.1730	93.0000	55.0000	739316.564142
4.1435	-3.5596	3.6224	93.0000	55.0000	739316.564142
4.2603	-3.5322	4.1467	93.0000	55.0000	739316.564142
4.3608	-3.5047	4.5957	96.0000	55.0000	739316.564142
4.4771	-3.3434	5.0923	117.0000	55.0000	739316.564142
4.5938	-3.1737	5.3391	138.0000	55.0000	739316.564142
4.6940	-3.1737	5.3391	156.0000	55.0000	739316.564142
4.8107	-3.1737	5.3391	177.0000	55.0000	739316.564142
4.9108	-3.1737	5.3391	195.0000	55.0000	739316.564142
5.0109	-3.1737	5.3391	198.0000	55.0000	739316.564142
5.1110	-3.1737	5.3391	198.0000	55.0000	739316.564142
5.2110	-3.1737	5.3391	180.0000	55.0000	739316.564142
5.3112	-3.1737	5.3391	162.0000	55.0000	739316.564142
5.4112	-3.1737	5.3391	144.0000	55.0000	739316.564142
5.5113	-3.1737	5.3391	126.0000	55.0000	739316.564142
5.6114	-3.1737	5.3391	108.0000	55.0000	739316.564142
5.7116	-3.1737	5.3391	90.0000	55.0000	739316.564142
