T	X	Y	HEADING	PERPSECTIVE_ANGLE	NOW_NUM
0.1187	0.0000	0.0000	45.0000	55.0000	739380.442032
0.2188	0.0000	0.0000	45.0000	55.0000	739380.442032
0.3355	0.0000	0.0000	45.0000	55.0000	739380.442032
0.4359	0.0000	0.0000	45.0000	55.0000	739380.442032
0.5523	0.0000	0.0000	45.0000	55.0000	739380.442032
0.6525	0.0000	0.0000	45.0000	55.0000	739380.442032
0.7526	0.0000	0.0000	45.0000	55.0000	739380.442032
0.1124	0.0000	0.0000	45.0000	55.0000	739380.682961
0.2124	0.0000	0.0000	45.0000	55.0000	739380.682961
0.3126	0.0000	0.0000	45.0000	55.0000	739380.682961
0.4127	0.0000	0.0000	45.0000	55.0000	739380.682961
0.5293	0.0000	0.0000	45.0000	55.0000	739380.682961
0.6463	0.0000	0.0000	45.0000	55.0000	739380.682961
0.7632	0.0000	0.0000	45.0000	55.0000	739380.682961
0.8797	0.0000	0.0000	45.0000	55.0000	739380.682961
0.9798	0.0000	0.0000	45.0000	55.0000	739380.682961
1.0800	0.0000	0.0000	45.0000	55.0000	739380.682961
1.1801	0.0000	0.0000	45.0000	55.0000	739380.682961
1.2970	0.0000	0.0000	45.0000	55.0000	739380.682961
1.4134	0.0000	0.0000	45.0000	55.0000	739380.682961
1.5137	0.0000	0.0000	45.0000	55.0000	739380.682961
1.6138	0.0000	0.0000	45.0000	55.0000	739380.682961
1.7304	0.0000	0.0000	45.0000	55.0000	739380.682961
1.8305	0.0000	0.0000	45.0000	55.0000	739380.682961
1.9306	0.0000	0.0000	45.0000	55.0000	739380.682961
2.0307	0.0000	0.0000	45.0000	55.0000	739380.682961
2.1308	0.0000	0.0000	45.0000	55.0000	739380.682961
2.2308	0.0000	0.0000	45.0000	55.0000	739380.682961
2.3309	0.0000	0.0000	45.0000	55.0000	739380.682961
2.4311	0.0000	0.0000	45.0000	55.0000	739380.682961
2.5313	0.0000	0.0000	45.0000	55.0000	739380.682961
2.6479	0.0000	0.0000	45.0000	55.0000	739380.682961
2.7480	0.0000	0.0000	45.0000	55.0000	739380.682961
2.8481	0.0000	0.0000	45.0000	55.0000	739380.682961
2.9482	0.0000	0.0000	45.0000	55.0000	739380.682961
